""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"
"otu428"	1043	111	97	1627	279	1420	2278	1005	95	939	97	281	228	562	535	1011	590	757	936	4908	226	410	120	608	742	702	863	795	594	125
"otu429"	651	845	907	3443	2711	560	451	80	1123	322	32	561	267	722	723	374	3066	269	130	1448	798	2725	510	615	64	7531	544	2105	637	1286
"otu43"	1481	2156	1470	1373	1073	320	33	6901	123	1736	617	434	1292	297	2152	591	469	513	1568	482	185	414	84	877	253	221	501	240	299	226
"otu430"	267	101	317	3238	544	315	275	296	763	570	372	146	2040	199	657	613	1314	856	460	82	1165	1550	67	742	427	1187	251	801	264	720
"otu431"	1961	51	1022	431	585	1124	852	3919	572	418	3156	3494	266	748	1197	284	193	532	332	1246	528	528	449	473	399	742	1283	1319	330	156
"otu432"	279	1936	179	425	673	513	318	106	58	520	771	371	359	1279	260	631	4831	2417	863	111	925	6831	167	781	606	293	2208	1631	639	105
"otu433"	1114	5173	759	476	1548	1288	370	1462	708	358	184	397	160	1025	1002	57	80	1068	2375	268	1766	993	1052	585	792	4998	1429	91	1204	287
"otu434"	3716	170	77	866	522	531	2184	435	256	144	181	603	251	719	1716	376	87	440	1920	706	504	92	940	289	605	282	905	197	775	346
"otu435"	445	94	512	273	470	345	168	784	277	789	841	858	1154	976	1483	790	1112	2172	1700	1027	710	535	1334	2111	555	830	2246	1743	525	379
"otu436"	1168	677	753	1607	276	1417	435	1535	468	71	2127	278	3733	827	1257	1241	3140	1010	2219	223	395	353	4589	131	472	258	841	2281	169	1062
"otu437"	101	588	1267	141	1647	125	606	755	679	1259	232	529	262	928	512	666	3455	347	417	1597	474	691	15472	2095	267	66	3110	531	379	463
"otu438"	8611	1907	931	1048	141	853	769	1357	939	643	1078	637	156	515	968	2605	542	314	210	533	258	533	406	577	397	123	1195	2790	2266	183
"otu439"	242	1503	453	1611	572	646	939	2127	1139	1318	3717	252	374	2991	764	736	181	2073	138	198	380	1076	1797	419	1556	799	800	276	464	266
"otu44"	703	657	704	837	271	134	389	1781	746	669	939	2014	455	221	85	593	99	459	617	996	3928	236	236	1129	375	679	2514	175	473	258
"otu440"	500	692	601	835	1276	1164	336	182	151	1138	4492	531	895	1443	588	1566	1305	922	138	1446	480	695	448	97	397	1383	711	1186	679	1380
"otu441"	1438	2468	556	1617	3048	431	1204	331	147	378	543	1068	779	631	545	578	2096	866	146	192	656	346	397	187	535	193	245	2776	6327	669
"otu442"	101	2068	663	323	472	861	1462	775	100	1001	150	555	597	142	738	2386	4856	1328	1218	368	1578	202	1088	817	831	1241	244	9	909	1815
"otu443"	1229	592	1020	1872	1165	438	459	1040	399	1556	316	371	723	1770	205	1914	371	459	1368	682	312	3529	127	5659	1311	1385	997	133	214	1082
"otu444"	1266	1016	1591	695	364	169	974	321	751	230	985	1345	225	864	96	595	896	313	167	1322	690	724	607	1643	1749	882	1161	7346	712	1254
"otu445"	581	552	583	767	198	420	332	213	863	3611	1862	98	131	540	1190	703	284	482	1960	726	3098	1117	405	92	704	921	1596	993	657	2086
"otu446"	205	561	771	1342	1478	1207	190	730	40	398	1759	551	84	626	807	1287	2603	500	481	124	1228	599	904	332	372	949	294	3032	1129	828
"otu447"	1047	1713	639	624	2350	920	552	332	283	616	153	880	347	728	1328	893	729	438	165	366	197	7261	827	296	264	403	338	444	650	799
"otu448"	401	22	365	335	1213	475	262	428	609	606	198	899	675	167	2026	626	818	811	165	73	1679	1580	227	7907	268	303	319	117	311	1369
"otu449"	425	1735	1546	1483	255	800	733	1149	631	206	393	128	377	155	427	1876	1729	9408	796	65	447	2084	1039	1635	941	1621	669	3972	274	552
"otu45"	664	999	3593	143	331	949	438	377	434	156	242	75	293	611	287	1622	1454	1144	1045	1136	421	407	529	2483	884	625	80	133	333	1493
"otu450"	1385	787	891	92	608	3338	250	295	377	464	206	794	607	312	467	482	1959	82	293	23609	1334	201	1326	362	588	302	2035	1042	60	84
"otu451"	660	244	1114	316	1520	378	678	2047	109	363	1293	1320	585	245	245	239	471	1078	729	226	1282	730	204	1245	810	193	844	249	1056	3461
"otu452"	633	871	721	661	759	886	190	476	299	951	3438	1537	629	2321	347	3732	121	3922	635	2717	575	657	1061	332	289	677	206	2983	540	812
"otu453"	441	1272	373	554	594	7185	321	276	494	199	691	2990	1303	255	643	68	326	1655	526	557	1745	430	197	1196	821	492	383	211	2071	245
"otu454"	2633	3212	855	225	1413	933	735	472	516	180	838	979	272	546	4665	550	352	449	457	601	1149	1339	1073	164	335	1661	1682	219	1927	345
"otu455"	522	225	522	37	3971	79	380	1100	31	1504	818	469	1427	809	142	1200	766	170	2152	376	935	3005	758	172	4587	867	882	1456	90	1383
"otu456"	1027	11958	2556	876	2419	290	283	271	401	566	283	2650	244	2043	1180	1559	150	318	212	914	444	320	190	486	2141	516	1741	951	1449	8992
"otu457"	1002	395	284	332	153	340	463	558	204	1710	586	639	318	182	2705	388	243	643	1384	543	1025	5225	323	194	50	1320	759	284	335	420
"otu458"	1237	281	639	283	159	631	1070	645	758	999	1902	112	364	210	2856	1455	821	294	258	450	463	1244	476	422	163	212	199	465	319	290
"otu459"	695	123	355	1542	5818	844	395	204	3338	613	636	1066	1234	870	954	217	471	258	2041	716	118	690	690	442	3582	728	925	310	5955	416
"otu46"	972	673	151	93	171	995	730	89	1035	191	403	1489	406	3041	450	1149	368	541	4055	145	342	3736	452	2306	520	301	452	881	591	254
"otu460"	2026	1268	1705	1134	392	1929	2675	2161	1456	1179	353	337	759	3541	457	1849	108	471	2822	2609	937	469	3693	959	402	762	44	327	1740	2362
"otu461"	270	297	1176	808	6685	183	138	826	289	1536	756	4607	633	1337	1021	700	746	359	973	176	230	366	66	611	1403	2107	456	355	1110	4658
"otu462"	160	105	955	622	419	88	354	327	1165	690	742	799	234	185	352	282	118	512	366	529	184	979	565	1088	1141	1635	643	363	1076	80
"otu463"	516	247	624	6553	3476	3441	515	498	148	556	135	1195	375	367	1439	5639	1197	1925	399	179	6033	72	948	1847	3262	2188	925	681	694	356
"otu464"	214	1840	261	4773	208	380	625	1259	604	536	535	455	2313	258	216	1703	515	2509	1464	212	314	669	756	1046	1029	100	305	412	520	1795
"otu465"	357	339	1983	285	103	1233	726	638	191	653	312	1386	215	707	529	191	817	1649	223	385	983	873	466	1843	960	914	1751	1684	158	1094
"otu466"	48	3900	1030	418	1287	384	356	4506	720	660	780	413	1188	1297	271	353	347	260	1988	2645	172	309	666	1199	1256	280	482	896	973	391
"otu467"	256	348	593	515	402	29	268	1097	1822	1445	973	640	528	2644	731	339	849	220	657	2839	254	1507	680	310	844	1888	86	119	888	438
"otu468"	576	649	214	844	164	407	486	1241	550	215	2438	491	663	1615	896	3483	406	345	973	515	226	1447	145	604	880	818	281	388	846	449
"otu469"	422	917	1612	404	747	535	212	373	2548	1712	386	373	188	579	953	853	1110	230	173	1253	1111	1730	804	266	1368	3014	143	142	898	73
"otu47"	2813	303	1055	202	318	252	63	3331	1578	367	298	214	107	730	249	2832	2115	927	162	2673	482	2837	818	463	447	1571	453	1109	1004	2902
"otu470"	2624	3066	913	1476	1719	170	509	1148	149	191	628	1854	547	946	928	3314	1002	347	5760	74	1283	66	600	362	1037	885	322	1458	2332	341
"otu471"	6116	1333	258	672	252	354	870	207	367	228	449	770	76	605	1023	111	1195	493	781	562	589	1583	2079	3351	140	375	361	798	518	1603
"otu472"	605	1624	122	1552	1022	318	784	40	1124	415	103	920	688	788	640	559	734	1014	2609	90	201	1397	468	129	25	179	540	179	1243	154
"otu473"	193	753	3220	151	431	1454	3190	525	1040	192	123	196	1936	911	141	410	8132	3514	988	1704	847	659	1187	1526	724	885	99	568	297	160
"otu474"	784	755	1572	285	521	312	392	542	250	668	460	1601	1557	250	767	581	564	716	249	1495	872	1158	79	918	224	361	2029	354	516	978
"otu475"	1947	2899	132	679	505	875	2339	509	77	641	847	3450	386	550	360	451	484	620	60	759	335	5122	442	373	393	250	177	955	255	363
"otu476"	603	1170	814	800	273	880	550	278	1544	1966	1569	148	394	262	355	186	1054	675	483	419	2000	1393	201	221	1005	293	1542	1092	617	2315
"otu477"	841	923	439	271	101	321	432	394	1182	382	1917	448	2395	128	161	2367	991	423	176	124	359	64	285	358	121	979	262	1684	149	56
"otu478"	514	1153	182	2472	342	975	232	533	280	223	626	1923	62	1553	517	230	2445	562	1163	885	160	150	217	1672	227	318	628	338	144	2567
"otu479"	1017	732	3470	426	668	1609	103	1001	676	173	351	159	1531	1764	423	666	167	1424	693	513	521	448	491	235	125	469	151	570	298	152
"otu48"	396	611	1253	80	487	88	797	1494	399	256	2463	559	4789	101	1318	495	1772	613	156	103	1227	4374	245	528	773	295	1893	473	92	504
"otu480"	687	1564	834	392	977	359	173	1310	6767	1563	603	487	469	339	408	842	808	1929	1968	921	1037	3849	1166	1918	391	438	997	644	1278	433
"otu481"	482	2289	806	649	926	3827	1552	1443	1790	420	2662	209	1391	764	1984	1087	699	358	249	299	79	1959	926	1427	1211	983	5697	1416	349	528
"otu482"	2353	1201	334	395	269	1412	331	3558	1067	609	424	1565	230	359	1388	3421	287	251	226	61	966	574	2303	2423	278	415	303	258	1497	19
"otu483"	442	473	1909	1611	715	254	348	1127	1586	831	794	4047	418	819	530	2336	530	3099	1888	1461	6633	250	615	272	490	299	665	494	1889	549
"otu484"	1949	161	2614	239	797	836	191	165	220	264	1743	1001	595	4141	1986	158	727	762	1319	240	595	714	337	908	453	298	249	416	95	390
"otu485"	200	2275	462	138	1349	529	400	2053	372	299	146	1532	610	978	1444	562	645	1993	529	569	770	98	446	171	608	1137	234	804	186	573
"otu486"	149	40	3513	1010	1296	580	223	703	213	225	392	766	341	4730	2392	437	97	547	1285	380	363	2716	604	1661	359	2610	137	207	219	280
"otu487"	317	1660	2916	445	806	663	6078	4203	683	135	261	438	748	665	429	1811	2153	1432	1169	47	600	78	571	7038	77	194	529	468	1088	514
"otu488"	631	211	2963	393	271	1036	224	102	2041	3081	979	7216	223	76	111	467	580	589	111	3772	180	1261	479	265	277	985	9285	956	340	238
"otu489"	365	314	131	671	817	2413	723	10287	1555	615	494	993	541	326	182	1131	1156	499	418	912	209	12742	210	139	705	269	475	444	295	105
"otu49"	203	171	251	2725	852	579	415	9303	961	418	931	493	457	475	1306	903	486	829	1100	807	263	175	625	143	211	735	785	216	775	2232
"otu490"	594	591	1283	1908	4469	531	562	375	223	141	818	142	1070	2085	299	4929	114	1043	1089	639	449	1456	1074	1081	963	1114	817	420	4773	360
"otu491"	365	888	391	1811	221	529	258	382	825	126	981	83	2331	3370	193	951	1770	132	5606	144	51	1813	2824	662	4869	739	183	2579	190	1348
"otu492"	127	485	427	347	2515	1641	197	2220	475	1196	1138	266	373	1214	233	715	94	1362	588	4232	136	2329	467	845	188	7549	182	2359	1659	278
"otu493"	1552	704	3430	2800	1028	2821	464	476	219	1574	597	2178	453	88	1608	1771	3173	363	180	2041	361	83	825	183	229	558	148	4227	1041	447
"otu494"	348	317	1195	55	480	745	307	192	3102	825	277	6011	146	157	1182	758	484	1151	1612	1527	477	684	2588	117	2523	3774	551	302	527	653
"otu495"	392	3604	96	461	16426	1001	128	1528	100	2094	225	629	1047	850	2344	401	6506	401	278	1119	1842	281	220	753	444	199	5016	508	631	340
"otu496"	168	537	1155	346	2191	785	163	232	895	287	571	425	4423	3947	600	863	1266	519	529	868	504	456	309	999	512	205	184	180	116	504
"otu497"	1051	1580	1121	286	463	95	430	691	508	767	610	66	491	637	125	251	707	288	601	209	2061	340	752	2052	522	381	248	444	1954	1081
"otu498"	3028	1349	309	146	414	455	170	3803	725	5195	1257	816	43	138	1190	2304	332	358	1217	892	212	1832	325	564	474	561	2086	1421	29	1676
"otu499"	1313	1244	3315	743	1263	2243	1742	447	1430	1628	1028	353	3479	167	14233	124	4142	4798	4096	784	122	197	1579	1558	1645	200	300	1329	260	897
"otu5"	937	312	219	1324	625	248	739	1327	408	2564	236	867	744	3829	147	167	1191	572	4328	268	459	443	201	3747	353	283	1758	2151	185	163
"otu50"	271	414	477	196	77	332	1338	452	140	932	517	994	342	1143	1543	198	943	1187	1912	291	598	401	777	2630	144	263	1966	465	231	2293
"otu500"	1763	743	614	1317	941	940	302	499	408	779	808	468	116	101	62	848	611	2724	97	1253	7897	73	222	948	295	512	3967	1057	807	1710
"otu501"	5758	876	838	154	359	2874	623	1401	3223	1202	4125	621	193	554	2120	979	338	496	258	271	228	159	1340	1044	806	299	1279	85	210	155
"otu502"	299	1725	3763	2126	682	434	917	550	288	1264	1906	333	869	1020	2813	374	3497	784	212	477	206	392	584	439	1422	494	656	309	959	2304
"otu503"	527	1290	740	279	290	996	192	552	356	265	580	263	1122	1020	234	1426	100	244	2127	5358	185	579	1828	487	270	976	1047	3717	1501	1592
"otu504"	360	487	226	306	867	161	904	279	283	761	513	163	517	1345	3374	48	241	1126	278	149	543	2879	868	666	1891	682	7452	439	299	1119
"otu505"	301	105	1256	203	258	1695	2625	109	616	437	322	797	69	369	81	343	441	85	814	427	64	2030	316	613	617	1494	1683	1136	633	549
"otu506"	170	509	390	991	1404	2054	363	398	643	88	621	986	2214	750	1269	1467	1011	283	1882	1336	512	131	2043	6618	1829	594	220	272	1279	898
"otu507"	251	1520	2796	644	683	247	468	1625	191	3203	553	3324	718	355	1082	2788	540	655	516	1393	739	576	169	121	104	184	449	208	1884	382
"otu508"	631	1190	402	1374	359	361	118	485	77	410	484	1451	422	659	162	352	576	729	1474	455	854	3287	3358	367	596	2855	3453	2178	338	234
"otu509"	549	559	320	2780	111	3156	340	302	700	1189	1597	3881	325	183	4616	1303	739	965	617	889	10950	289	1063	258	454	107	2865	37	270	418
"otu51"	365	1026	478	3427	1087	210	120	976	178	376	1082	624	306	163	665	461	387	158	3758	1461	73	1059	6332	845	441	555	216	170	1141	483
"otu510"	511	1250	2047	667	721	649	349	531	561	1030	2291	736	910	1596	1397	669	911	820	385	428	323	502	341	527	1546	422	306	1454	218	790
"otu511"	1496	1761	300	421	640	340	409	73	499	327	1305	179	517	276	521	1991	383	583	4291	420	2453	630	1295	1266	485	1086	1303	43	1289	1743
"otu512"	1267	689	341	1768	803	862	375	294	66	393	142	429	1350	2101	2298	494	124	1410	1018	192	437	4330	1736	4015	2284	90	195	590	271	1330
"otu513"	310	7277	779	1577	381	571	895	467	2084	1849	751	932	7887	1049	652	967	2250	691	652	396	149	335	2743	61	316	874	224	478	83	116
"otu514"	1149	1094	138	3705	269	140	805	3261	786	94	1154	737	113	737	163	247	462	493	2091	491	753	1263	504	452	447	1362	709	1509	194	667
"otu515"	296	668	743	566	221	339	326	179	2368	530	1652	279	1123	1669	1093	316	733	185	110	382	2051	611	65	310	1237	445	222	1675	429	2011
"otu516"	498	1118	236	234	349	383	7736	331	241	1046	884	187	470	732	763	738	642	1881	468	396	156	942	564	2380	1209	271	246	1012	533	9900
"otu517"	389	1427	30	574	317	1860	2910	1011	608	139	312	890	963	968	775	1789	279	289	717	736	403	397	419	338	1449	334	1749	1341	333	371
"otu518"	2351	1062	344	2393	570	852	1416	238	857	1130	373	264	211	1455	685	1469	356	497	173	238	1229	361	253	1377	3435	361	1648	204	153	2809
"otu519"	629	620	163	83	346	168	559	3571	722	71	1373	803	901	998	188	1148	927	209	174	2177	3117	846	384	1409	772	344	937	818	381	243
"otu52"	613	331	594	1382	306	437	160	1049	1538	1963	1462	509	1650	830	1621	266	1157	587	1349	1237	388	1834	46	842	1165	6295	2379	343	882	504
"otu520"	256	413	435	193	1719	794	1074	837	257	530	521	74	1237	1491	612	879	1201	1132	250	230	1227	853	1090	725	1275	549	508	1428	3664	403
"otu521"	2657	399	843	467	1511	445	502	933	1849	1049	708	871	342	419	3113	442	199	226	259	1498	446	476	932	1345	645	330	575	1541	838	1077
"otu522"	1550	2616	61	190	2839	226	2023	259	312	398	152	769	545	241	56	714	951	275	311	1052	4714	2655	596	404	2927	1927	1770	1132	719	293
"otu523"	3054	117	4725	479	101	139	2147	82	1774	891	531	550	730	294	882	4125	476	528	1082	628	526	248	317	96	1150	2792	521	109	78	1891
"otu524"	1257	6124	522	166	1125	734	1076	2817	630	258	749	164	612	1417	829	983	156	6972	552	1736	1869	555	548	1196	204	221	989	51	975	1576
"otu525"	2136	1041	771	384	1110	900	2006	126	1666	2180	2388	540	189	283	1776	34	547	405	267	287	438	552	1416	235	158	155	620	298	1859	391
"otu526"	500	1851	543	197	1760	407	260	103	1104	34	554	1797	268	389	5963	653	765	272	1798	188	1593	577	627	495	342	632	646	3804	739	64
"otu527"	1339	499	763	471	509	951	1062	215	3414	1383	2386	389	328	877	1576	1380	1180	725	583	524	461	2158	384	635	353	120	829	1029	1584	1041
"otu528"	388	2507	3471	956	305	1881	184	537	1024	651	837	1454	498	905	320	523	140	91	1704	543	977	2640	544	649	755	1025	384	224	1220	342
"otu529"	658	3295	464	346	358	143	475	182	1523	3246	231	315	292	135	706	1284	10771	545	1287	962	2169	301	1301	440	1853	1765	119	1787	967	802
"otu53"	128	3959	953	1045	1204	53	5836	761	574	1867	1450	392	1462	1649	1386	613	597	1498	367	3511	291	464	104	1130	1483	353	1719	1471	260	1370
"otu530"	1117	607	327	960	109	434	542	228	877	667	680	604	539	656	357	411	283	1154	1461	75	4242	279	626	1363	2807	1738	122	274	647	619
"otu531"	277	922	686	453	342	478	1030	233	7783	206	754	584	1110	364	322	279	2796	169	789	416	254	60	212	647	197	680	351	1218	1338	621
"otu532"	330	2506	240	613	569	386	795	388	732	126	221	1483	141	907	791	294	273	372	3244	2210	640	798	665	1172	86	844	426	267	355	759
"otu533"	1299	2058	571	681	295	922	1064	1470	860	245	208	258	178	427	190	1311	1431	22	276	160	482	88	1195	1320	1008	419	745	899	428	367
"otu534"	163	1018	778	1594	1132	103	668	557	657	1001	435	96	553	630	1495	560	2119	780	459	227	457	145	215	283	148	1139	347	576	616	830
"otu535"	117	607	985	801	654	1046	305	1652	3904	462	1479	846	464	473	144	289	104	322	286	321	339	402	358	2365	1540	719	179	522	1565	156
"otu536"	142	1446	1882	1027	460	105	408	267	436	88	3818	511	360	1166	6254	557	336	496	460	375	795	473	908	695	173	1889	1003	718	305	1659
"otu537"	624	747	857	755	544	897	2632	1642	1344	3138	1349	107	452	795	5299	622	545	102	278	506	485	213	158	152	1368	1168	1059	2056	2034	268
"otu538"	1904	5618	429	532	611	2405	242	7403	1061	601	180	278	1608	95	935	2679	1030	2594	226	767	574	247	1084	624	888	824	183	3023	186	749
"otu539"	374	1754	734	1071	410	2296	275	121	293	3673	1715	2067	74	586	1278	803	211	665	393	1158	861	163	254	814	464	2487	4509	587	2000	1242
"otu54"	638	288	4810	285	2198	1519	3036	2435	104	205	101	1007	333	1372	682	355	300	923	542	254	1538	470	5190	122	278	310	1278	311	718	968
"otu540"	305	156	322	1814	315	1369	865	492	157	7756	1419	632	791	731	1171	310	323	315	651	667	71	1828	501	1271	1013	405	1105	495	426	5082
"otu541"	829	900	259	978	450	880	131	238	1280	903	120	411	2406	718	222	4568	165	3393	647	3060	204	1173	2279	2080	1309	3435	1453	178	355	487
"otu542"	1969	4069	376	1089	525	1556	680	2880	1063	406	895	1838	205	1902	2348	624	596	357	909	210	2929	3561	1760	163	316	1048	1612	280	2575	150
"otu543"	3602	1321	287	1133	1344	359	9198	2775	908	1658	225	123	3560	85	1203	3397	1785	244	4120	285	1607	1942	788	87	618	992	1394	751	3827	461
"otu544"	2715	83	746	3086	326	559	223	338	380	264	965	3547	2512	1851	144	245	1381	91	249	492	219	2434	1838	1996	784	222	133	401	364	453
"otu545"	1830	456	1276	143	440	4509	508	1757	1479	608	668	173	202	179	696	1562	510	1432	685	653	6999	107	2064	484	381	1993	1515	199	221	2334
"otu546"	1354	816	678	201	685	1744	691	951	2632	610	4158	567	285	412	587	115	2524	420	2316	219	2662	701	235	278	849	243	380	550	2821	554
"otu547"	464	3538	3890	324	833	624	326	5202	523	121	3228	6205	3526	615	952	184	311	349	1092	1052	672	475	694	444	1920	812	113	478	956	1587
"otu548"	230	106	575	426	567	4654	1512	3782	529	253	1235	1231	3808	1206	1465	939	379	3552	1738	358	390	153	1321	926	535	3439	2967	1392	339	524
"otu549"	549	349	664	1228	3005	736	406	3639	124	3386	2087	215	1119	169	617	665	227	1359	947	397	810	178	357	728	763	118	4219	339	544	971
"otu55"	806	614	505	572	1407	258	422	536	729	623	685	157	1952	341	120	158	462	276	248	2036	618	491	2536	436	4818	294	131	679	1345	94
"otu550"	726	219	970	2130	224	230	465	384	433	479	854	553	313	918	1467	5482	1628	694	44	786	1247	1316	392	845	15694	1387	215	650	447	920
"otu551"	1951	1692	396	381	432	2279	2885	340	693	486	460	907	1084	2728	326	2091	456	2259	1045	2865	4724	311	436	135	1397	616	297	642	520	220
"otu552"	165	314	1991	1195	320	425	1183	485	688	164	320	149	202	173	1459	229	169	647	505	490	2260	2937	208	3115	228	485	1754	783	369	270
"otu553"	1218	2045	326	133	1016	162	4541	3022	615	143	183	802	86	337	719	960	778	283	928	250	1337	1794	6524	445	513	2891	663	72	389	1596
"otu554"	552	211	258	1798	2314	313	1527	202	301	190	401	101	536	317	80	967	1061	150	3888	4091	448	464	514	1058	1207	1709	1915	1178	158	2132
"otu555"	1412	354	389	1177	400	187	314	5286	612	447	438	595	406	978	1560	390	656	328	329	276	153	104	418	875	1676	422	1129	1661	556	1577
"otu556"	266	113	467	375	139	3552	434	445	1333	5643	191	499	5295	1433	614	285	371	2262	1201	108	332	1963	546	127	82	1204	648	221	484	1661
"otu557"	471	56	196	377	3164	1185	127	1210	107	288	781	594	1784	774	90	681	46	767	963	904	344	2065	1562	656	594	91	870	1525	263	69
"otu558"	228	454	596	1031	315	71	1044	394	916	116	1170	1573	1254	528	1539	519	787	228	394	931	442	124	1350	2779	898	356	1249	1058	300	973
"otu559"	383	1463	94	125	395	150	844	1131	1256	2914	339	1325	232	3189	574	239	1359	1485	91	1509	194	473	353	338	300	2486	412	141	653	168
"otu56"	866	493	519	3503	1675	724	92	6926	544	2116	347	222	1228	1112	2247	870	286	419	220	1157	593	884	303	1259	178	820	198	814	226	702
"otu560"	2311	2286	361	1545	200	493	610	199	1041	122	517	174	340	2549	1036	413	2224	255	5499	1572	216	338	232	457	1303	1013	144	623	694	375
"otu561"	2641	2167	472	946	525	506	2238	3703	449	1357	2525	773	2554	688	291	355	243	194	333	866	447	914	366	126	845	301	699	782	466	459
"otu562"	210	705	3022	716	482	806	292	654	592	415	6258	3779	426	1231	1111	463	346	226	448	5437	334	868	1144	1092	975	444	121	37	1310	109
"otu563"	693	625	891	229	4740	903	896	793	231	271	6341	2302	144	208	1408	1227	1286	77	1062	2503	378	712	351	799	400	1853	358	759	1440	805
"otu564"	404	516	535	1676	176	346	546	1121	5	932	1349	329	1211	882	480	2783	2102	706	339	476	582	1630	503	467	111	1332	453	669	155	589
"otu565"	1142	1034	269	2271	944	787	167	532	5578	1591	352	468	229	274	269	879	1058	764	2486	564	617	4626	2931	1881	7165	170	878	1047	326	40
"otu566"	130	156	948	457	502	256	2959	409	2063	2083	861	438	976	144	63	972	332	311	1071	1171	119	421	260	93	167	331	278	94	454	234
"otu567"	332	638	351	835	173	2499	374	314	149	172	445	85	1007	209	338	1508	1034	238	874	1397	290	2869	464	940	190	341	388	4563	702	3166
"otu568"	648	1303	59	770	353	479	1061	601	1759	812	498	655	847	1016	973	822	317	312	3071	192	1178	443	110	2663	3993	257	780	2369	75	2944
"otu569"	66	3037	261	37	1045	1035	9190	121	784	191	785	901	235	1138	122	3615	280	947	3714	304	6543	305	1283	616	346	132	975	463	1682	8195
"otu57"	953	3222	488	1152	1137	767	515	1313	248	411	32	2036	427	2309	276	2216	1530	409	463	1292	1698	684	353	620	95	557	703	318	311	306
"otu570"	571	1042	111	1479	126	235	79	387	523	1680	1411	1435	441	2533	1626	199	162	68	319	1076	257	483	913	1017	298	435	498	274	739	1010
"otu571"	920	449	1277	245	132	246	631	273	905	295	392	384	363	1148	296	111	382	2492	703	804	1007	1743	161	1106	1398	701	1086	3355	1422	88
"otu572"	816	5928	787	64	179	1016	194	68	185	1526	146	1070	948	1105	299	97	3248	1249	461	1704	611	4987	1049	701	831	466	1668	163	197	1254
"otu573"	854	3450	322	1012	679	794	1522	635	452	461	510	311	374	587	476	344	1476	1069	336	700	144	8449	198	471	680	159	43	197	424	1090
"otu574"	164	644	286	364	1507	1479	507	318	311	329	1254	155	313	803	293	117	193	434	642	142	5241	364	2578	198	248	1128	718	664	168	3695
"otu575"	1929	189	653	536	586	459	74	606	782	2027	184	215	1227	765	113	483	3463	1026	2519	498	425	356	453	575	1009	559	4293	258	1459	537
"otu576"	246	192	1138	590	1053	2471	465	641	329	319	898	60	936	435	146	660	554	1877	208	1513	958	600	919	384	775	231	2614	153	382	5905
"otu577"	526	423	775	2968	2086	1674	1716	304	63	528	1831	215	2347	102	213	5850	149	158	300	753	164	2055	421	1545	1049	551	4259	2412	243	2090
"otu578"	283	3012	371	285	568	91	349	494	1477	1017	431	472	85	822	538	653	393	368	319	592	172	158	189	867	310	788	1898	1392	538	880
"otu579"	282	714	352	824	193	3972	295	151	308	492	209	845	362	371	224	503	2240	1219	301	1243	1079	379	757	282	1858	4792	185	153	2161	292
"otu58"	1400	883	527	4221	45	1470	2000	48	263	671	3692	598	2306	1730	1164	190	244	1168	2415	142	147	699	660	1174	257	3560	2787	847	1736	651
"otu580"	586	1100	670	1661	906	3301	586	525	1764	619	273	703	634	178	2082	1100	829	533	275	609	841	197	524	654	3559	1541	931	225	2337	1058
"otu581"	340	560	233	1235	773	799	534	54	378	245	3472	244	375	1110	593	216	1496	500	588	394	729	1365	545	962	581	348	1273	452	750	148
"otu582"	757	193	860	691	1282	1354	1311	375	787	1208	713	959	402	3155	1244	2446	252	315	854	294	443	902	1710	201	363	2945	698	769	2767	172
"otu583"	118	127	286	1063	290	656	762	381	458	323	453	389	981	780	838	880	365	2564	239	594	438	3855	4801	490	829	320	1325	1118	1934	459
"otu584"	1554	1771	827	343	2522	897	713	5120	1308	1215	610	1580	557	669	260	697	144	812	1288	457	186	340	254	311	547	450	119	369	769	989
"otu585"	838	248	117	724	4230	3346	1874	797	1531	543	65	201	98	225	946	696	219	779	461	2137	695	1280	340	220	2347	2009	608	2088	193	292
"otu586"	780	465	2529	2159	245	723	653	498	937	1566	595	787	233	2759	215	462	227	3535	1452	340	213	308	934	3784	546	881	258	837	466	574
"otu587"	587	2037	386	744	917	647	193	257	1749	310	167	368	402	67	242	944	905	4044	152	163	1273	375	795	423	367	194	204	382	70	150
"otu588"	1509	241	803	738	2370	601	2190	2400	91	4851	145	82	712	1896	600	311	566	305	250	1566	985	273	500	342	369	894	446	332	3556	647
"otu589"	722	3424	673	36	1145	1419	125	562	364	22	518	169	918	245	1070	1817	417	557	1742	862	870	270	235	2575	480	200	2581	162	1571	81
"otu59"	1395	950	556	1891	849	308	2035	22	2170	85	4886	603	978	371	6476	2682	582	773	718	130	1992	296	2159	438	220	1712	1907	1236	468	593
"otu590"	1117	2221	1751	196	262	1447	950	2207	622	806	613	822	148	96	326	324	578	931	357	548	589	703	512	2618	2916	1184	441	1356	2546	1393
"otu591"	825	3752	183	1085	652	908	252	156	1539	85	473	214	309	615	671	179	98	1322	314	47	683	544	431	745	157	592	323	390	770	330
"otu592"	520	111	568	1006	142	678	2052	2263	155	3328	225	226	362	580	592	523	359	180	193	234	3525	793	948	1338	141	398	240	102	288	1802
"otu593"	1575	744	790	436	1607	1222	887	532	316	78	283	1607	774	720	144	5641	405	263	1078	307	373	91	422	1811	860	296	1735	1232	53	268
